Ticker,Actural,Estimated,Released
TGT,1.17,1.23,N/A
THG,1.85,1.69,20170802
THO,1.23,1.2283,20170306
THS,-0.6,0.51,20170803
TIF,0.84,0.84,N/A
TJX,0.425,0.4217,N/A
TKR,1.06,0.68,20170726
TMK,1.2,1.19,20170726
TMO,1.57,2.3,20170726
TMUS,0.68,0.6506,20170719
TOL,0.76,0.7433,N/A
TPR,0.71,0.75,20170131
TPX,0.45,0.45,20170727
TRCO,-0.35,0.36,20170809
TRGP,0.14,0.2302,20170803
TRIP,0.19,0.1915,20170808
TRMB,0.19,0.2122,20170802
TRN,0.34,0.33,20170725
TROW,1.52,1.3371,20170725
TRU,0.36,0.3602,20170725
TRV,2.13,1.92,20170720
TSCO,1.25,1.248,20170726
TSLA,-2.04,-2.0362,20170802
TSN,0.92,1.01,20170508
TSRO,-2.82,-2.7326,20170808
TSS,0.62,0.635,20170725
TTC,1.11,1.084,20170525
TTWO,0.42,0.3227,20161102
TWLO,-0.08,-0.2006,20170807
TWO,0.04,0.5379,20170807
TWOU,-0.25,-0.2325,20170807
TWTR,-0.16,-0.1108,20170727
TXN,1.05,1.0929,20170725
TXT,0.57,0.6,20170719
TYL,0.86,0.8086,20170726
UA,N/A,N/A,20170801
UAA,-0.03,-0.0279,20170801
UAL,2.67,2.75,20170718
UBNT,0.74,0.7122,20170209
UDR,0.03,0.0582,20170726
UFS,0.61,0.61,20170728
UGI,1.27,1.31,20170501
UHAL,9.01,9.01,20161109
UHS,1.93,1.94,20170725
ULTA,1.44,1.4629,N/A
ULTI,0.15,0.1633,20170801
UMPQ,0.26,0.2665,20170719
UNH,2.37,2.46,20170718
UNIT,-0.11,-0.11,20170803
UNM,1.08,1.05,20170727
UNP,1.45,1.447,20170720
UNVR,0.22,0.3094,20170804
UPS,1.59,1.5799,20170727
URBN,0.66,0.66,N/A
URI,1.67,2.37,20170719
USB,0.85,0.85,20170719
USFD,0.29,0.37,20170809
USG,0.25,0.44,20170726
USM,0.14,0.1622,20170804
UTHR,-1.25,2.4237,20170727
UTX,1.83,1.85,20170725
V,0.2034,0.86,20170420
VAR,0.6,0.89,20170426
VC,1.43,1.38,20170727
VEEV,0.1,0.0913,N/A
VER,0.0343,0.0249,20170803
VFC,0.28,0.29,20170724
VIA,0.3,0.79,20170504
VIAB,0.3,0.79,20170504
VICI,N/A,N/A,N/A
VIRT,0.01,0.13,20170808
VLO,1.23,1.23,20170727
VMC,0.91,0.9,20170802
VMI,2.03,2.01,20170719
VMW,N/A,N/A,N/A
VNO,0.61,0.61,20170731
VOYA,0.9,0.67,20170801
VRSK,0.73,0.82,20170801
VRSN,1.22,0.9358,20170727
VRTX,0.07,0.0806,20170726
VSM,0.41,0.44,20170502
VST,-0.06,0.0623,20170804
VTR,0.43,0.4419,20170728
VVC,0.45,0.453,20170803
VVV,0.35,0.37,20170425
VZ,1.07,0.96,20170727
W,-0.45,-0.4483,20170808
WAB,0.75,0.8023,20170725
WAL,0.77,0.7613,20170720
WAT,1.65,1.76,20170725
WBA,0.98,1.36,20170405
WBC,1.62,1.69,20170720
WBS,0.65,0.6431,20170721
WBT,0.22,0.22,20170809
WCC,1.03,1.0143,20170727
WCG,1.67,2.52,20170804
WDAY,-0.55,-0.4985,N/A
WDC,0.82,2.3,20170125
WEC,0.63,0.6273,20170726
WELL,0.51,0.4754,20170728
WEN,-0.01,0.15,20170809
WEX,0.4,0.5562,20170727
WFC,1.09,1.0479,20170714
WFT,-0.17,-0.28,20170728
WH,0.48,N/A,20180801
WHR,2.55,3.35,20170726
WLK,1.18,1.2103,20170803
WLL,-0.72,-0.72,20170726
WLTW,0.24,1.45,20170803
WM,0.82,0.8219,20170726
WMB,0.1,0.13,20170802
WMT,1.21,1.07,N/A
WP,0.43,0.2955,20170809
WPC,0.6,0.6362,20170804
WPX,0.18,-0.14,20170802
WRB,0.87,0.6784,20170725
WRI,0.5,0.2468,20170727
WRK,0.41,0.54,20170426
WSM,0.58,0.58,N/A
WSO,2.07,2.0658,20170725
WST,0.53,0.66,20170727
WTFC,1.15,1.1106,20170718
WTM,2.97,-4.6596,20170804
WTR,0.34,0.3424,20170802
WU,0.35,0.5,20170803
WY,0.03,0.28,20170728
WYND,0.82,1.53,20170802
WYNN,0.73,1.18,20170725
X,1.49,1.07,20170725
XEC,1.02,1.06,20170808
XEL,0.45,0.4464,20170727
XLNX,0.65,0.61,20161019
XOG,0.02,-0.0866,20170809
XOM,0.78,0.7844,20170728
XPO,0.43,0.6,20170802
XRAY,-4.58,0.65,20170809
XRX,0.64,0.87,20170801
XYL,0.55,0.59,20170801
Y,6.6,6.37,20170803
YUM,0.59,0.68,20170803
YUMC,0.32,0.27,20170705
Z,N/A,N/A,20170808
ZAYO,0.08,0.0976,20170209
ZBH,0.91,2.08,20170727
ZBRA,0.33,0.5647,20170808
ZEN,-0.26,-0.2856,20170803
ZG,-0.12,-0.1141,20170808
ZION,0.76,0.73,20170725
ZNGA,0.01,0.0041,20170802
ZTS,0.5,0.53,20170808
